Movie_id,Language,Movie_Name,Genres,Year of Release,Popularity,Vote_Average,Vote_Count,Adult
11167,en,Peeping Tom,Drama Horror Thriller,1960-05-16,10.506,7.47,627,False
33273,es,Celda 211,Action Drama Thriller,2009-11-06,39.439,7.442,1076,False
209451,en,Jersey Boys,Drama Music,2014-06-05,12.0,6.81,609,False
610321,ko,경관의 피,Crime,2022-01-05,5.166,6.7,15,False
530079,ja,きみと、波にのれたら,Animation Comedy Drama Fantasy Romance,2019-06-21,33.885,7.577,241,False
150117,en,I Give It a Year,Comedy Romance,2013-02-08,17.448,5.516,668,False
826796,en,Help,Drama,2021-09-16,7.388,7.1,65,False
345934,en,Air Strike,Action Adventure Drama War,2018-10-26,16.705,4.846,198,False
10909,en,Kalifornia,Crime Thriller,1993-06-24,11.197,6.542,631,False
520901,en,Doom: Annihilation,Action Horror Mystery Science Fiction,2019-09-30,18.186,4.904,339,False
369196,en,I Spit on Your Grave: Déjà Vu,Horror Thriller,2019-04-23,12.505,3.0,81,False
410117,en,Lady Macbeth,Drama,2017-04-28,13.015,6.6,638,False
730629,en,John Wick: Chapter 5,Action Crime,,86.816,0.0,0,False
1055459,id,Ayo Putus,Comedy Drama Romance,2022-12-15,5.776,0.0,0,False
33689,en,It Takes Two,Comedy Family Romance,1995-11-17,16.755,6.45,775,False
31151,en,ELVIS: That's The Way It Is,Documentary Music,1970-11-11,7.268,7.877,61,False
587272,es,Padre no hay más que uno,Comedy,2019-08-02,59.885,7.687,613,False
188070,ja,ドリコ×ONE PIECE×ドラゴンボールZ 超コラボスペシャル!!,Action Adventure Animation Comedy Fantasy,2013-04-07,90.951,7.4,212,False
17182,en,Eye for an Eye,Crime Thriller,1996-01-12,15.088,6.097,293,False
12127,sv,Pippi Långstrump på de sju haven,Adventure Family,1970-01-24,11.874,6.875,92,False
881957,nl,Captain Nova,Adventure Family Science Fiction,2021-12-01,7.832,6.048,63,False
257475,ja,たまこラブストーリー,Animation Comedy Romance,2014-04-26,20.529,7.078,134,False
27066,it,L'uomo che guarda,Drama Romance,1994-01-27,25.447,4.865,130,False
72213,en,Courageous,Drama,2011-09-30,26.402,7.556,295,False
3537,en,Fame,Drama Music,1980-05-16,12.765,6.456,374,False
412988,en,The Happytime Murders,Action Comedy Crime,2018-08-22,18.657,5.737,874,False
763148,en,Time Is Up,Drama Romance,2021-09-09,38.091,6.412,501,False
9662,fr,Les Triplettes de Belleville,Animation Comedy Drama Family,2003-06-11,16.163,7.372,783,False
990600,it,Beata te,Comedy Fantasy TV Movie,2022-12-25,3.454,6.129,31,False
8984,en,Disclosure,Crime Drama Thriller,1994-03-10,17.313,6.236,991,False
16139,en,Phantasm III: Lord of the Dead,Action Horror Science Fiction,1994-05-06,8.388,5.759,187,False
1552,en,Parenthood,Comedy Drama,1989-07-31,14.278,6.719,527,False
332340,en,Man Up,Comedy Romance,2015-05-29,10.661,6.6,839,False
103731,en,Mud,Drama,2013-04-26,12.242,7.049,2447,False
492104,cn,新金瓶梅 第二集,,1996-04-12,6.041,0.0,0,False
774714,en,Out of Death,Action Thriller,2021-07-16,10.886,5.872,183,False
863814,en,Bosch & Rockit,Drama,2022-08-18,4.015,5.0,3,False
614017,zh,返校,Horror Mystery Thriller,2019-09-20,12.075,6.7,90,False
854732,en,Rise of the Footsoldier: Origins,Action Crime Drama,2021-09-03,3.831,5.35,20,False
227425,en,Alpha and Omega 2: A Howl-iday Adventure,Adventure Animation Comedy,2013-10-08,8.94,6.3,55,False
938890,te,Hunt,Action Thriller,2023-01-26,3.478,0.0,0,False
357786,ja,傷物語〈Ⅰ鉄血篇〉,Animation Fantasy Mystery,2016-01-08,13.208,7.7,221,False
42190,ko,클래식,Drama Romance,2003-01-30,11.342,7.5,129,False
6968,de,Der Baader Meinhof Komplex,Action Crime Drama History Thriller,2008-09-25,8.979,7.0,489,False
10778,en,The Man Who Wasn't There,Crime Drama,2001-10-26,12.687,7.6,1318,False
703745,en,Deep Blue Sea 3,Action Horror Science Fiction,2020-08-25,30.528,5.75,242,False
877301,ko,만인의 연인,Drama,2021-10-09,0.84,5.0,1,False
57361,ko,황해,Crime Drama Thriller,2010-12-22,11.521,7.328,396,False
11078,en,National Security,Action Comedy Crime Thriller,2003-01-17,12.638,5.9,828,False
2000,de,"Aguirre, der Zorn Gottes",Adventure Drama History,1972-12-29,16.66,7.5,892,False
44727,ja,ワンピース デッドエンドの冒険,Action Adventure Animation,2003-03-01,20.922,7.007,145,False
673121,en,Wolf,Drama Thriller,2021-12-03,10.464,5.1,42,False
4235,fr,Le Clan des Siciliens,Crime,1969-12-05,13.652,7.643,258,False
2122,en,The Whole Ten Yards,Comedy Crime Thriller,2004-04-07,13.812,5.7,813,False
908762,en,My Fake Boyfriend,Comedy Romance,2022-06-10,17.298,6.106,94,False
1259,en,Notes on a Scandal,Drama Romance,2006-12-25,16.633,7.097,732,False
2800,en,Rumor Has It...,Comedy Romance,2005-12-22,15.151,5.632,996,False
3085,en,His Girl Friday,Comedy Drama Romance,1940-01-18,13.672,7.423,661,False
10388,en,The Limey,Crime Drama Mystery,1999-05-15,11.38,6.619,333,False
659986,en,The Owners,Horror Thriller,2020-08-27,22.977,5.767,283,False
11535,en,Rollerball,Action Science Fiction Thriller,2002-02-08,8.677,4.029,399,False
1791,fr,La Pianiste,Drama Romance,2001-09-05,24.648,7.33,884,False
12501,en,The Big Country,Drama Romance Western,1958-09-30,15.665,7.7,266,False
287003,en,Avatar: Scene Deconstruction,Documentary,2009-12-18,330.604,7.8,12,False
662,fr,La Jetée,Romance Science Fiction,1962-02-16,9.019,7.931,722,False
392207,es,El guardián invisible,Thriller,2017-03-03,14.415,6.503,581,False
756403,en,Riverdance: The Animated Adventure,Adventure Animation Comedy Family Fantasy Music,2021-05-28,31.112,5.838,65,False
741335,ja,アイの歌声を聴かせて,Animation Drama Science Fiction,2021-10-29,38.318,7.643,14,False
17581,ja,劇場版 NARUTO -ナルト- 疾風伝 絆,Action Animation Fantasy,2008-08-02,50.362,7.246,346,False
59421,ko,김복남 살인사건의 전말,Crime Drama Horror Thriller,2010-08-19,12.317,7.196,319,False
15573,en,The Cowboys,Action Adventure Drama Western,1972-01-13,13.596,7.222,190,False
11335,en,Popeye,Action Adventure Comedy Family,1980-12-12,12.426,5.405,513,False
448095,en,I Still See You,Fantasy Thriller,2018-09-27,14.318,6.64,534,False
95170,ja,劇場版 そらのおとしもの 時計じかけの哀女神,Animation Comedy Fantasy Romance,2011-06-25,9.217,7.192,39,False
13969,en,First Daughter,Comedy Drama Family Romance,2004-09-24,17.933,6.145,757,False
315664,en,Florence Foster Jenkins,Comedy Drama,2016-05-06,8.03,6.677,1325,False
54054,en,One for the Money,Action Comedy Crime,2012-01-26,12.368,5.532,873,False
23330,en,The Ballad of Cable Hogue,Action Comedy Western,1970-05-13,10.53,7.0,165,False
473019,en,The Souvenir,Drama Romance,2019-05-17,11.574,6.113,203,False
9900,en,Grandma's Boy,Comedy,2006-01-06,12.042,6.58,534,False
706972,en,Narco Sub,Action Crime Drama,2021-01-22,42.864,6.68,255,False
47626,en,Legend of the BoneKnapper Dragon,Adventure Animation Comedy Family Fantasy TV Movie,2010-10-14,19.055,6.749,187,False
11676,en,Nothing to Lose,Action Adventure Comedy,1997-07-18,13.686,6.474,498,False
1777,en,Fahrenheit 9/11,Documentary,2004-06-25,13.137,7.095,1209,False
561974,ko,점박이 한반도의 공룡 2: 새로운 낙원,Adventure Animation,2019-12-25,13.555,7.833,96,False
899712,ta,கனெக்ட்,Horror Thriller,2022-12-22,1.791,9.0,2,False
42246,en,Tom and Jerry: The Fast and the Furry,Action Adventure Animation Comedy Family,2005-10-11,32.433,6.927,211,False
9676,en,The Black Dahlia,Crime Drama Thriller,2006-09-15,22.104,5.626,929,False
5801,bn,পথের পাঁচালী,Drama History,1955-08-26,11.027,8.076,309,False
18674,cn,中南海保鑣,Action Drama Thriller,1994-07-28,13.724,6.5,82,False
612152,en,Secret Obsession,Drama Thriller,2019-07-18,15.029,5.496,980,False
315846,ja,海街diary,Drama Family,2015-06-13,11.638,7.5,362,False
896499,ja,フルーツバスケット－prelude－,Animation Comedy Drama Romance,2022-02-18,5.019,7.071,14,False
14684,en,School Ties,Drama,1992-09-18,16.671,6.44,316,False
10742,en,The Clearing,Drama Mystery Thriller,2004-07-02,11.926,5.865,203,False
11348,en,Fragile,Horror Mystery Thriller,2005-10-14,12.276,6.47,472,False
735855,kn,ಹೆಡ್ ಬುಷ್: Vol 1,Action Crime,2022-10-21,3.044,7.0,1,False
13396,en,The Snowman,Adventure Animation Family Fantasy,1982-12-26,10.32,7.6,253,False
10514,en,The Andromeda Strain,Science Fiction Thriller,1971-03-12,13.639,7.074,550,False
426284,ja,無限の住人,Action Drama Fantasy,2017-04-29,14.327,6.586,441,False
16672,ja,砂の女,Drama Thriller,1964-02-15,13.284,8.297,320,False
19186,en,The Parent Trap,Comedy Family,1961-05-13,15.163,7.123,300,False
11566,en,Dave,Comedy,1993-05-07,9.384,6.659,627,False
760158,es,Mantícora,Drama Thriller,2022-12-09,3.487,8.75,2,False
962192,en,Jennifer Lopez: Halftime,Documentary Music,2022-06-08,33.401,6.963,108,False
573164,es,Un rescate de huevitos,Adventure Animation Comedy Family,2021-08-12,51.851,7.937,332,False
638220,de,Die Heinzels - Rückkehr der Heinzelmännchen,Animation Comedy Family Fantasy,2019-10-08,6.619,6.6,44,False
715239,en,Triggered,Action Horror,2020-08-28,7.248,5.71,88,False
68555,ja,デスノート：リライト2 Lを継ぐ者,Animation Crime Drama Fantasy TV Movie Thriller,2009-10-07,14.717,7.269,117,False
5458,en,Cruel Intentions 2,Drama,2001-03-13,20.432,4.932,318,False
810873,en,Single All the Way,Comedy Drama Romance,2021-12-02,17.732,6.449,314,False
401847,en,Can You Ever Forgive Me?,Comedy Crime Drama,2018-10-19,14.697,6.808,1116,False
971511,en,Must Love Christmas,Comedy Fantasy Romance TV Movie,2022-12-11,4.881,4.667,3,False
595671,en,Never Rarely Sometimes Always,Drama,2020-03-13,9.973,7.2,410,False
12150,en,Sea of Love,Crime Drama Mystery Romance Thriller,1989-09-15,8.752,6.625,510,False
40377,en,Psycho IV: The Beginning,Horror Mystery Thriller,1990-11-10,12.506,5.628,200,False
266353,en,In My Dreams,Drama Fantasy Romance TV Movie,2015-10-20,8.367,6.526,192,False
17295,it,La battaglia di Algeri,Drama History War,1966-09-08,10.63,7.918,582,False
184125,en,Assault on Wall Street,Action Drama Thriller,2013-06-30,22.463,5.848,399,False
514995,en,Gully,Crime Drama,2021-06-04,13.276,5.3,33,False
10092,en,Cry_Wolf,Horror Thriller,2005-09-16,10.666,5.802,457,False
13018,en,Deception,Mystery Thriller,2008-04-24,14.524,5.9,560,False
233639,de,Ostwind,Adventure Family,2013-03-21,9.492,7.385,243,False
446131,en,Madame,Comedy Drama,2017-08-17,9.449,5.985,259,False
177945,ja,そして父になる,Drama,2013-09-28,12.775,7.632,550,False
10008,en,An American Haunting,Horror Mystery Thriller,2005-05-05,14.932,5.567,415,False
5780,en,Torn Curtain,Drama Mystery Thriller,1966-07-15,10.567,6.645,466,False
492719,ja,GODZILLA 決戦機動増殖都市,Animation Science Fiction,2018-05-18,22.356,6.5,263,False
25866,fr,Le Corniaud,Comedy Crime,1965-03-24,14.589,7.397,547,False
460059,fr,Burn Out,Action Thriller,2018-01-03,15.243,6.758,332,False
351964,en,The Escort,Comedy Drama Romance,2015-11-05,20.678,6.017,351,False
682587,en,The Alpinist,Adventure Documentary,2021-09-07,13.114,7.6,75,False
725986,ja,シドニアの騎士 あいつむぐほし,Animation Romance Science Fiction,2021-06-04,3.62,6.0,2,False
31997,en,Saboteur,Thriller,1942-04-24,9.656,6.873,382,False
389053,en,The Do-Over,Action Adventure Comedy,2016-05-27,14.963,5.692,1313,False
24070,en,Mixed Nuts,Comedy Drama Romance,1994-12-21,8.575,5.43,149,False
405340,ja,セーラー服 百合族2,,1983-10-14,4.014,5.5,2,False
393209,en,Avatar 5,Action Adventure Fantasy Science Fiction,2028-12-20,103.668,0.0,0,False
571265,ja,デジモンアドベンチャー LAST EVOLUTION 絆,Action Adventure Animation Fantasy,2020-02-21,41.286,8.102,206,False
277432,hi,Happy New Year,Action Comedy Crime,2014-10-24,10.644,6.116,207,False
10847,en,Lord of the Flies,Adventure Drama Thriller,1990-03-16,11.771,6.329,454,False
45657,en,The Ward,Horror Thriller,2010-09-13,10.522,5.787,1053,False
763109,sv,Jag är Zlatan,Drama,2021-11-11,10.594,5.745,104,False
592508,hi,Sooryavanshi,Action Crime Thriller,2021-11-05,41.806,5.806,129,False
927341,en,Hunting Ava Bravo,Action Thriller,2022-04-01,96.164,6.477,88,False
13350,en,Scooby-Doo and the Ghoul School,Adventure Animation Comedy Family Fantasy Mystery TV Movie,1988-10-16,12.826,7.432,265,False
3482,en,The Train,Action Thriller War,1964-09-24,9.344,7.496,252,False
570269,ja,劇場版 トリニティセブン -天空図書館と真紅の魔王-,Action Animation Comedy Fantasy,2019-03-29,23.192,7.965,43,False
9517,en,Bully,Crime Drama,2001-06-15,14.024,6.625,376,False
5552,fr,Immortel (ad vitam),Action Drama Science Fiction,2004-03-13,14.329,5.627,351,False
460557,zh,奇门遁甲,Action Adventure Fantasy,2017-12-15,10.932,5.988,42,False
81025,en,Salmon Fishing in the Yemen,Comedy Drama Romance,2012-03-09,8.544,6.402,770,False
904668,es,Busco novia,Comedy,2022-11-18,4.334,7.314,35,False
20677,ja,名探偵コナン 瞳の中の暗殺者,Animation Crime Thriller,2000-04-22,12.578,7.351,131,False
10258,en,The Madagascar Penguins in a Christmas Caper,Animation Comedy Family,2005-09-23,14.381,6.795,259,False
845659,en,Perfect Addiction,Drama Romance,2023-02-16,48.961,0.0,0,False
19543,en,Anacondas: Trail of Blood,Action Adventure Horror,2009-02-27,21.407,4.831,240,False
649394,en,Worth,Drama History,2021-07-21,10.971,6.747,233,False
249660,en,God's Not Dead,Drama,2014-03-21,32.641,6.037,780,False
527675,en,Metamorphosis,Documentary,2018-06-01,6.023,5.8,6,False
347026,en,A United Kingdom,Drama History,2016-11-25,12.072,6.7,462,False
10714,en,The Jungle Book,Adventure Drama Family,1994-12-23,12.449,5.954,399,False
38602,en,Little Lord Fauntleroy,Drama Family TV Movie,1980-12-01,8.649,7.349,228,False
3053,en,The Fearless Vampire Killers,Comedy Horror,1967-02-01,11.256,7.1,601,False
18238,en,Lesbian Vampire Killers,Comedy Horror,2009-03-16,13.361,5.261,320,False
11496,en,Renegade,Action Adventure Comedy Western,1987-10-30,8.854,6.0,137,False
919873,en,Arctic Void,Science Fiction Thriller,2022-01-14,4.455,5.0,14,False
390253,en,North Sea Hijack,Action,1980-02-18,5.089,6.191,76,False
56828,en,Dexter's Laboratory: Ego Trip,Animation Comedy Family Science Fiction,1999-12-17,9.263,7.409,77,False
77805,en,Lovelace,Drama,2013-08-08,26.762,6.037,587,False
1001875,es,Viajeros: Perdidos en el tiempo,Drama Family Fantasy,2022-08-05,5.202,7.0,8,False
259943,zh,归来,Drama Romance,2014-05-16,9.106,7.296,162,False
133698,fr,Un plan parfait,Comedy Romance,2012-10-29,10.185,5.847,547,False
1040039,en,The Ex Obsession,Thriller,2022-11-18,3.181,0.0,0,False
741228,en,Locked Down,Comedy Crime Drama,2021-02-25,13.29,5.333,219,False
11071,en,Them!,Horror Science Fiction,1954-06-16,23.903,6.9,329,False
278427,en,Family Guy Presents: It's a Trap!,Animation Comedy Science Fiction,2010-12-21,13.57,6.772,372,False
505914,en,A.I. Rising,Drama Romance Science Fiction,2018-02-25,16.272,5.104,235,False
2539,en,Spanglish,Comedy,2004-12-17,18.578,5.997,1118,False
926676,en,Navalny,Documentary Thriller,2022-04-08,7.359,7.17,44,False
9423,en,Virus,Action Horror Science Fiction,1999-01-14,30.416,5.373,498,False
375327,en,Submergence,Drama Romance Thriller,2017-09-22,10.941,5.4,251,False
20043,ja,王立宇宙軍 オネアミスの翼,Animation Science Fiction,1987-03-14,22.044,6.877,102,False
60599,en,Arbitrage,Drama Thriller,2012-09-14,12.144,6.277,727,False
25602,en,Ninja,Action Crime Drama Thriller,2009-10-22,22.393,5.972,272,False
39915,cn,青蛇,Action Fantasy Romance,1993-04-10,8.708,7.042,71,False
11015,en,The Relic,Horror Mystery Thriller,1997-01-10,15.147,5.957,430,False
438145,en,Black '47,Drama Western,2018-09-05,13.192,6.653,248,False
10703,zh,七劍,Action Drama,2005-07-25,10.216,6.379,140,False
50253,ja,聖闘士星矢 天界編 序奏 ~overture~,Animation Fantasy,2004-02-14,51.072,7.631,214,False
11913,fr,Le Gendarme en balade,Comedy,1970-10-28,8.895,6.371,435,False
4415,en,Les Misérables,Crime Drama History Romance,1998-05-01,14.419,7.177,515,False
752803,zh,End Game,Comedy Crime,2021-02-12,14.259,7.239,44,False
13505,en,The Perfect Score,Comedy Crime,2004-01-30,10.441,5.81,411,False
508138,en,Burn,Action Crime Thriller,2019-08-23,16.222,6.022,208,False
24615,en,Aloha Scooby-Doo!,Adventure Animation Comedy Family Mystery,2005-02-08,22.141,7.2,358,False
407449,en,Lucky,Drama,2017-09-29,7.868,7.304,468,False
643,ru,Броненосец Потёмкин,Drama History,1925-12-24,17.476,7.645,952,False
294016,en,Trumbo,Drama,2015-10-27,10.305,7.151,1403,False
15028,en,Clockstoppers,Adventure Family Science Fiction Thriller,2002-03-17,15.48,5.271,256,False
32022,ja,名探偵コナン 天国へのカウントダウン,Action Animation Crime Drama Mystery,2001-04-21,13.381,7.191,128,False
927855,tr,Aşk Taktikleri,Comedy Romance,2022-02-11,22.41,7.219,226,False
730823,ko,기적,Drama,2021-09-15,19.765,7.3,21,False
3602,en,I'll Always Know What You Did Last Summer,Horror,2006-06-24,17.007,4.27,309,False
11393,en,The Natural,Drama,1984-05-11,11.024,6.924,500,False
65599,en,The Woman,Drama Horror,2011-10-14,11.628,6.047,446,False
610133,en,The World of Dragon Ball Z,Action,2000-01-21,27.578,7.125,28,False
45682,zh,Xun zhao Cheng Long,Action Comedy Family,2009-07-03,39.179,4.3,50,False
430354,en,Bushwick,Action Thriller,2017-08-25,14.368,5.1,388,False
1026496,en,Sawed Off,Horror,2022-10-11,2.985,0.0,0,False
432068,fr,Le Sens de la fête,Comedy,2017-10-04,8.237,6.953,1280,False
523931,en,Megalodon,Action Horror Science Fiction TV Movie,2018-08-10,41.813,5.642,233,False
232572,en,A Walk in the Woods,Adventure Comedy Drama,2015-09-02,12.083,6.044,611,False
5820,en,The Sentinel,Action Crime Thriller,2006-04-19,16.002,6.0,655,False
19904,en,The Stepfather,Horror Thriller,2009-10-16,15.126,5.818,743,False
24922,cn,伊波拉病毒,Crime Horror,1996-06-15,27.029,6.339,93,False
13920,en,Radio,Drama,2003-10-24,13.023,7.144,584,False
11499,en,Frost/Nixon,Drama History,2008-10-15,10.675,7.3,994,False
969686,en,4 Horsemen: Apocalypse,Action Fantasy Science Fiction,2022-04-29,7.256,6.2,43,False
15854,en,Kung Fu Panda: Secrets of the Furious Five,Action Animation Family,2008-11-08,20.926,6.717,346,False
8052,en,Hard Eight,Crime Drama,1997-02-28,9.377,6.9,694,False
15859,ko,내 머리 속의 지우개,Drama Romance,2004-11-05,10.435,7.812,252,False
13691,en,Piglet's Big Movie,Animation Family,2003-03-16,11.849,6.715,295,False
103269,en,Superman vs. The Elite,Action Animation Science Fiction,2012-06-12,16.015,6.9,327,False
16007,ja,デスノート,Fantasy Mystery Thriller,2006-06-17,32.651,7.0,560,False
19918,en,Spread,Comedy Romance,2009-01-16,22.548,5.482,749,False
38303,en,You Again,Comedy Romance,2010-09-24,16.728,6.312,1128,False
70841,ja,映画ドラえもん のび太の恐竜,Adventure Animation Family,2006-03-04,12.662,7.338,68,False
2742,en,Naked Lunch,Crime Drama,1991-12-27,13.564,7.047,854,False
28739,en,Cabin Fever 2: Spring Fever,Horror,2009-08-11,14.5,4.528,306,False
14438,en,Fireproof,Drama Romance,2008-09-26,71.137,7.583,588,False
20342,zh,不能說的秘密,Drama Fantasy Thriller,2007-07-27,7.952,7.616,134,False
901418,en,Croc!,Horror,2022-08-25,4.484,5.333,3,False
9460,cn,黑俠,Action,1996-11-07,22.778,6.231,234,False
13572,en,Twisted,Action Adventure Crime Drama Thriller,2004-02-27,11.805,5.6,447,False
41517,hi,Ra.One,Action Adventure Science Fiction,2011-10-24,11.834,5.675,286,False
947049,th,ไลโอ โคตรแย้ยักษ์,Action Adventure Comedy Horror,2022-07-28,1.547,3.4,5,False
51743,en,Stewardess School,Comedy,1986-08-01,4.014,4.813,24,False
6646,en,Treasure Island,Adventure Family,1950-07-19,9.322,6.5,154,False
301875,en,Equals,Drama Romance Science Fiction,2015-07-15,11.554,6.123,1243,False
244458,en,The Voices,Comedy Crime Fantasy Horror,2014-01-19,19.349,6.242,1550,False
2525,en,The Bible: In the Beginning...,Drama Family,1966-09-28,32.881,7.23,196,False
505513,zh,唐人街探案2,Comedy Mystery,2018-02-16,6.083,6.2,62,False
1048300,en,Adrenaline,Action,2022-12-15,1.602,6.0,2,False
11162,en,The Merchant of Venice,Drama Romance,2004-12-03,16.804,6.809,489,False
15015,en,Barbie as Rapunzel,Animation Family,2002-10-01,45.882,7.019,1084,False
67343,cn,殭屍家族,Action Comedy Horror,1986-08-15,21.499,6.65,20,False
11897,en,How the West Was Won,Western,1962-10-01,18.041,7.1,354,False
340601,en,Delirium,Horror Thriller,2018-05-10,10.252,5.695,203,False
820693,fr,Lingui : les liens sacrés,Drama,2021-12-08,4.508,6.3,18,False
9632,de,Edgar Wallace - Der Mönch mit der Peitsche,Crime Mystery Thriller,1967-08-11,4.841,6.2,20,False
251516,en,Kung Fury,Action Comedy Fantasy Science Fiction,2015-05-22,23.208,7.477,1635,False
53487,en,This Must Be the Place,Drama,2011-08-24,8.378,7.024,1085,False
26662,ja,名探偵コナン ベイカー街（ストリート）の亡霊,Adventure Animation Mystery,2002-04-20,14.026,7.572,146,False
900,en,Bringing Up Baby,Comedy Romance,1938-02-18,13.554,7.568,797,False
17610,en,Year One,Adventure Comedy,2009-06-18,25.363,4.922,1630,False
6643,en,The Unforgiven,Romance Western,1960-04-06,10.15,6.355,145,False
430365,fr,À bras ouverts,Comedy,2017-04-05,9.272,5.278,421,False
973921,ar,تسليم أهالي,Comedy Crime Romance,2022-08-03,1.164,6.3,3,False
77495,es,Mientras duermes,Horror Thriller,2011-10-14,20.548,7.1,890,False
47760,en,Restless,Drama Romance,2011-09-16,8.2,6.465,359,False
549514,en,Fatale,Drama Thriller,2020-12-18,14.138,6.1,250,False
531454,en,Eurovision Song Contest: The Story of Fire Saga,Comedy Music,2020-06-26,15.024,6.431,1165,False
27936,fr,Micmacs à tire-larigot,Action Comedy Crime,2009-10-28,11.793,6.572,486,False
338803,ko,간신,Drama History,2015-05-21,16.874,6.053,57,False
30178,en,Stuart Little 3: Call of the Wild,Animation Comedy Family,2005-07-14,11.53,5.278,425,False
11654,en,The Hunger,Drama Horror,1983-04-29,8.722,6.6,440,False
223706,pt,O Menino e o Mundo,Adventure Animation Family,2014-01-17,9.404,7.329,193,False
335462,zh,战狼,Action War,2015-04-02,17.098,6.213,171,False
75948,zh,白蛇传说,Action Fantasy,2011-09-27,27.073,6.322,205,False
265169,tr,Kış Uykusu,Drama,2014-06-13,11.554,7.682,446,False
423502,ko,내 친구의 엄마,Romance,2016-11-12,18.122,3.438,8,False
999127,pl,Broad Peak,Drama,2022-09-09,17.875,5.948,29,False
6552,en,Idle Hands,Comedy Fantasy Horror,1999-04-30,14.614,6.104,542,False
418680,en,Goodbye Christopher Robin,Drama Family History,2017-09-29,13.082,7.063,719,False
75900,en,My Week with Marilyn,Drama Romance,2011-11-23,13.79,6.677,1153,False
3177,ja,バトル・ロワイアルII 鎮魂歌,Action Thriller,2003-07-05,12.22,4.926,380,False
874200,ko,같은 속옷을 입는 두 여자,Drama,2022-11-10,2.074,6.0,2,False
4515,en,Lions for Lambs,Action Adventure Drama History,2007-10-22,12.982,6.03,641,False
992,en,Sherlock Jr.,Action Comedy Mystery,1924-04-17,13.536,8.115,750,False
17332,en,The Soloist,Drama Music,2009-04-24,11.075,6.7,673,False
411221,es,Ozzy,Animation Family,2016-10-14,15.115,5.976,144,False
573680,en,The Banishing,Horror,2021-04-29,26.793,5.383,94,False
818350,en,Blush,Animation Family Science Fiction,2021-06-13,10.263,7.879,107,False
84199,en,The First Time,Comedy Drama Romance,2012-10-19,17.424,7.013,1976,False
301355,en,Message from the King,Thriller,2017-05-10,13.45,6.213,385,False
20455,ja,Digimon: The Movie,Animation Family Fantasy Science Fiction,2000-03-04,15.572,6.6,241,False
673271,en,13: The Musical,Comedy Drama Family,2022-08-12,20.247,6.1,26,False
514239,fr,Les Vieux Fourneaux,Comedy,2018-08-22,7.318,5.875,140,False
120475,ja,ドラゴンボール エピソード オブ バーダック,Action Animation Science Fiction,2011-12-17,35.485,6.9,353,False
118451,ko,은교,Drama Romance,2012-04-25,11.774,6.95,70,False
333622,ja,劇場版 境界の彼方 -I'll Be Here- 未来篇,Action Animation Comedy Drama Fantasy,2015-04-25,10.276,7.628,74,False
24226,en,The Verdict,Drama,1982-12-08,12.367,7.438,489,False
41201,fr,L'Illusionniste,Animation Drama,2010-02-16,9.846,7.247,491,False
246860,en,Clouds of Sils Maria,Drama,2014-08-20,10.781,6.65,660,False
501841,en,A Journal for Jordan,Drama Romance,2021-12-22,12.257,7.421,70,False
374473,en,"I, Daniel Blake",Drama,2016-10-21,11.856,7.751,1193,False
301804,en,Before I Wake,Drama Fantasy Horror Thriller,2016-04-07,17.965,6.46,1601,False
48034,fr,Les Petits Mouchoirs,Comedy Drama,2010-10-20,11.966,7.131,1362,False
9764,ru,Дерсу Узала,Action Adventure Drama,1977-12-20,24.975,8.053,404,False
597840,ru,Пиноккио. Правдивая история,Animation Family Fantasy,2021-12-23,4.207,2.8,9,False
971647,tr,Yolun Açık Olsun,Drama,2022-05-23,9.916,6.7,19,False
21755,en,The Brothers Bloom,Adventure Comedy Drama Romance,2008-09-09,12.739,6.623,522,False
595813,en,Barb & Star Go to Vista Del Mar,Comedy,2021-03-29,16.508,5.9,183,False
432836,ko,살인자의 기억법,Action Crime Thriller,2017-09-07,11.917,7.374,235,False
667062,id,Satria Dewa: Gatotkaca,Action Adventure Drama,2022-06-09,5.374,7.4,4,False
12610,en,Osmosis Jones,Action Adventure Animation Comedy Family,2001-08-10,16.278,6.509,897,False
511642,ko,여자 하숙집2,Drama Romance,2018-03-22,51.863,1.5,2,False
11534,th,สัตว์ประหลาด,Drama Fantasy Romance,2004-06-24,8.395,6.74,98,False
2284,en,Mr. Magorium's Wonder Emporium,Comedy Family Fantasy,2007-11-14,15.553,6.224,1088,False
696822,en,Bloody Hell,Comedy Horror,2021-01-14,9.593,6.54,151,False
49787,en,The Reef,Drama Horror Thriller,2010-05-15,9.127,5.698,473,False
87567,en,The Big Wedding,Comedy,2013-04-25,13.611,5.903,1038,False
14729,en,The Long Riders,Action Crime Western,1980-05-16,10.977,6.619,180,False
10692,en,Henry: Portrait of a Serial Killer,Crime Horror Thriller,1990-01-05,11.189,6.8,548,False
103328,fr,Holy Motors,Drama Fantasy,2012-07-02,9.894,7.054,972,False
269650,ja,Appleseed Alpha,Action Animation Science Fiction,2014-05-28,11.943,6.729,308,False
11908,en,Hatchet,Comedy Horror,2006-04-27,12.435,5.822,537,False
161337,en,Underworld: Endless War,Action Animation Horror,2011-11-16,33.248,6.84,147,False
656690,en,The Social Dilemma,Crime Documentary Drama,2020-01-26,19.537,7.499,1327,False
19277,en,In Hell,Action,2003-11-24,15.813,6.424,427,False
9490,en,Half Baked,Comedy Crime,1998-01-16,17.994,6.327,456,False
